FUENTE DE FINANCIAMIENTO,PROYECTO,CAPITULO,PARTIDA,DIVISION,DEPARTAMENTO,DESCRIPCION,INICIAL,ADECUACIONES,TRANSFERENCIAS,MODIFICADO,PRECOMPROMETIDO,COMPROMISO,GASTO,DISPONIBLE
Subsidio federal,54101022,SG,3830101,DCBS,ODCSBS,Colaboración para Eventos,5000,0,0,5000,0,0,0,5000
Subsidio federal,54101023,MS,2110101,DCBS,ODCSBS,Papeleria y Articulos de Oficina,3104,0,0,3104,0,0,0,3104
Subsidio federal,54101023,MS,2150203,DCBS,ODCSBS,Libros adquiridos,106896,0,0,106896,106810,0,106810,86
Subsidio federal,54101023,MS,2550101,DCBS,ODCSBS,"Materiales, accesorios y suministros de laboratorio",45000,0,0,45000,0,0,0,45000
Subsidio federal,54101023,SG,3750401,DCBS,ODCSBS,Viáticos en Territorio Nacional,1500,0,0,1500,0,0,0,1500
Subsidio federal,54101023,SG,3790102,DCBS,ODCSBS,Gastos de transportación para alumnos e invitados,1500,0,0,1500,0,0,0,1500
Subsidio federal,54101023,SG,3830101,DCBS,ODCSBS,Colaboración para Eventos,2000,0,0,2000,0,0,0,2000
Subsidio federal,54201002,MS,2110101,DCBS,SADCBS,Papeleria y Articulos de Oficina,71165.26,0,-18541.05,52624.21,0,0,0,52624.21
Subsidio federal,54201002,MS,2210401,DCBS,SADCBS,Productos alimenticios para el personal en las instalaciones,15500,0,6000,21500,362.34,0,6106.5,15393.5
Subsidio federal,54201002,TAS,4410301,DCBS,SADCBS,"PREMIOS, RECOMPENSAS, PENSIONES DE GRACIA Y PENSION RECREATIVA ESTUDIANTIL.",33335,0,-33335,0,0,0,0,0
Subsidio federal,54201003,SG,3360401,DCBS,ODCSBS,Impresión y elaboración de material informativo derivado de la operación y administración,85980,0,0,85980,0,0,0,85980
Subsidio federal,54301007,MS,2110101,DCBS,DCAM,Papeleria y Articulos de Oficina,5000,0,0,5000,0,0,2752.68,2247.32
Subsidio federal,54301007,MS,2120101,DCBS,DCAM,"Materiales y útiles de impresión, reproducción y encuadernación",10000,0,-10000,0,0,0,0,0
Subsidio federal,54301007,MS,2940101,DCBS,DCAM,Refacciones y Accesorios para equipo de cómputo,5000,0,0,5000,0,0,0,5000
Subsidio federal,54301025,SG,3540101,DCBS,DCAM,"Instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio",120000,0,-1116,118884,0,0,96488.8,22395.2
Subsidio federal,54301025,SG,3550101,DCBS,DCAM,Servicios de Mantenimiento de Transporte,10000,0,14940,24940,0,0,24940,0
Subsidio federal,54301025,BMII,5150101,DCBS,DCAM,Equipo de cómputo y de tecnologías de la información,20000,0,-2147.52,17852.48,0,0,0,17852.48
Subsidio federal,54301025,BMII,5310101,DCBS,DCAM,Equipo médico y de laboratorio,0,0,12913.52,12913.52,11994.4,0,11994.4,919.12
Subsidio federal,54301026,MS,2110101,DCBS,DCAM,Papeleria y Articulos de Oficina,41858.24,0,-33460.23,8398.01,0,0,8236,162.01
Subsidio federal,54301026,MS,2550101,DCBS,DCAM,"Materiales, accesorios y suministros de laboratorio",85000,0,-69479.77,15520.23,0,0,0,15520.23
Subsidio federal,54301026,MS,2610301,DCBS,DCAM,"Combustibles, lubricantes y aditivos",9000,0,-9000,0,0,0,0,0
Subsidio federal,54301026,SG,3190201,DCBS,DCAM,Contratación de otros servicios,60000,0,-51448.62,8551.38,0,0,0,8551.38
Subsidio federal,54301026,SG,3270101,DCBS,DCAM,"Patentes, derechos de autor, regalías y otros",6000,0,14142,20142,0,0,19488,654
Subsidio federal,54301026,SG,3360401,DCBS,DCAM,Impresión y elaboración de material informativo derivado de la operación y administración,45000,0,-25000,20000,0,0,0,20000
Subsidio federal,54301026,SG,3610101,DCBS,DCAM,Difusión de mensajes sobre programas y actividades institucionales.,5000,0,-5000,0,0,0,0,0
Subsidio federal,54301026,SG,3710601,DCBS,DCAM,Pasaje aéreos internacionales,10000,0,-10000,0,0,0,0,0
Subsidio federal,54301026,SG,3720402,DCBS,DCAM,Peajes,2000,0,-2000,0,0,0,0,0
Subsidio federal,54301026,SG,3750401,DCBS,DCAM,Viáticos en Territorio Nacional,8000,0,-8000,0,0,0,0,0
Subsidio federal,54301026,SG,3760201,DCBS,DCAM,Viáticos en el extranjero,10000,0,-10000,0,0,0,0,0
Subsidio federal,54301026,SG,3790101,DCBS,DCAM,Gastos para operativos en trabajos de campo,8000,0,-8000,0,0,0,0,0
Subsidio federal,54301026,SG,3830101,DCBS,DCAM,Colaboración para Eventos,11000,0,-11000,0,0,0,0,0
Subsidio federal,54301026,SG,3920201,DCBS,DCAM,Otros impuestos y derechos,0,0,1798.62,1798.62,0,0,1798,0.62
Subsidio federal,54301026,BMII,5910101,DCBS,DCAM,Software,0,0,101858,101858,101857.44,0,101857.44,0.56
Subsidio federal,54301027,MS,2110101,DCBS,DCAM,Papeleria y Articulos de Oficina,5000,0,0,5000,0,0,0,5000
Subsidio federal,54301027,MS,2550101,DCBS,DCAM,"Materiales, accesorios y suministros de laboratorio",7000,0,0,7000,0,0,0,7000
Subsidio federal,54301027,SG,3180101,DCBS,DCAM,Servicio postal,2000,0,0,2000,0,0,0,2000
Subsidio federal,54301027,SG,3270101,DCBS,DCAM,"Patentes, derechos de autor, regalías y otros",11000,0,0,11000,0,0,5660.05,5339.95
Subsidio federal,54301027,SG,3710401,DCBS,DCAM,Pasajes aéreos nacionales,10000,0,0,10000,0,0,0,10000
Subsidio federal,54301027,SG,3750401,DCBS,DCAM,Viáticos en Territorio Nacional,10000,0,0,10000,0,0,0,10000
Subsidio federal,54301027,SG,3830101,DCBS,DCAM,Colaboración para Eventos,5000,0,0,5000,0,0,0,5000
Remanentes,54301028,MS,2150208,DCBS,DCAM,Software no especializado,0,20000,0,20000,0,0,0,20000
Remanentes,54301028,MS,2550101,DCBS,DCAM,"Materiales, accesorios y suministros de laboratorio",0,130000,0,130000,0,0,0,130000
Remanentes,54301028,SG,3190201,DCBS,DCAM,Contratación de otros servicios,0,248538.59,0,248538.59,0,0,108909.76,139628.83
Remanentes,54301028,SG,3360401,DCBS,DCAM,Impresión y elaboración de material informativo derivado de la operación y administración,0,40000,-3077.11,36922.89,0,0,0,36922.89
Remanentes,54301028,SG,3530101,DCBS,DCAM,Mantenimiento y conservación de bienes informáticos,0,37076.44,3077.11,40153.55,0,0,40153.11,0.44
Remanentes,54301028,TAS,4390110,DCBS,DCAM,Beca para participar en Eventos  de Difusión y de Investigación en Ciencia y Tecnología,0,10000,0,10000,0,0,0,10000
Subsidio federal,54302001,MS,2110101,DCBS,DCAM,Papeleria y Articulos de Oficina,0,0,10000,10000,0,0,0,10000
Subsidio federal,54302001,MS,2550101,DCBS,DCAM,"Materiales, accesorios y suministros de laboratorio",0,0,15000,15000,0,0,0,15000
Subsidio federal,54302001,MS,2610301,DCBS,DCAM,"Combustibles, lubricantes y aditivos",0,0,5000,5000,0,0,0,5000
Subsidio federal,54302001,SG,3190201,DCBS,DCAM,Contratación de otros servicios,0,0,10000,10000,0,0,0,10000
Subsidio federal,54302001,SG,3610101,DCBS,DCAM,Difusión de mensajes sobre programas y actividades institucionales.,0,0,5000,5000,0,0,0,5000
Subsidio federal,54302001,SG,3830101,DCBS,DCAM,Colaboración para Eventos,0,0,5000,5000,0,0,0,5000
Subsidio federal,54302002,MS,2110101,DCBS,DCAM,Papeleria y Articulos de Oficina,0,0,1200,1200,0,0,0,1200
Subsidio federal,54302002,MS,2610301,DCBS,DCAM,"Combustibles, lubricantes y aditivos",0,0,3000,3000,0,0,1223.9,1776.1
Subsidio federal,54302002,SG,3360401,DCBS,DCAM,Impresión y elaboración de material informativo derivado de la operación y administración,0,0,5578,5578,0,0,0,5578
Subsidio federal,54302002,SG,3710401,DCBS,DCAM,Pasajes aéreos nacionales,0,0,14222,14222,0,0,14222,0
Subsidio federal,54302002,SG,3710601,DCBS,DCAM,Pasaje aéreos internacionales,0,0,10000,10000,0,0,10000,0
Subsidio federal,54302002,SG,3720402,DCBS,DCAM,Peajes,0,0,0,0,0,0,0,0
Subsidio federal,54302002,SG,3750401,DCBS,DCAM,Viáticos en Territorio Nacional,0,0,8000,8000,0,0,6000,2000
Subsidio federal,54302002,SG,3760201,DCBS,DCAM,Viáticos en el extranjero,0,0,0,0,0,0,0,0
Subsidio federal,54302002,SG,3790101,DCBS,DCAM,Gastos para operativos en trabajos de campo,0,0,8000,8000,0,0,8000,0
Subsidio federal,54302002,SG,3830101,DCBS,DCAM,Colaboración para Eventos,0,0,0,0,0,0,0,0
Subsidio federal,54302009,MS,2110101,DCBS,DCAM,Papeleria y Articulos de Oficina,3000,0,0,3000,0,0,0,3000
Subsidio federal,54302009,MS,2550101,DCBS,DCAM,"Materiales, accesorios y suministros de laboratorio",4000,0,0,4000,0,0,0,4000
Subsidio federal,54302009,MS,2610301,DCBS,DCAM,"Combustibles, lubricantes y aditivos",8000,0,0,8000,0,0,4000,4000
Subsidio federal,54302009,SG,3720402,DCBS,DCAM,Peajes,0,0,1000,1000,0,0,1000,0
Subsidio federal,54302009,SG,3750401,DCBS,DCAM,Viáticos en Territorio Nacional,10000,0,0,10000,0,0,0,10000
Subsidio federal,54302009,SG,3790101,DCBS,DCAM,Gastos para operativos en trabajos de campo,25000,0,-1000,24000,0,0,5000,19000
Subsidio federal,54302010,MS,2110101,DCBS,DCAM,Papeleria y Articulos de Oficina,8000,0,-5095,2905,0,0,0,2905
Subsidio federal,54302010,SG,3360401,DCBS,DCAM,Impresión y elaboración de material informativo derivado de la operación y administración,16000,0,0,16000,0,0,0,16000
Subsidio federal,54302010,SG,3710401,DCBS,DCAM,Pasajes aéreos nacionales,5000,0,0,5000,0,0,0,5000
Subsidio federal,54302010,SG,3710601,DCBS,DCAM,Pasaje aéreos internacionales,10000,0,5095,15095,0,0,0,15095
Subsidio federal,54302010,SG,3750401,DCBS,DCAM,Viáticos en Territorio Nacional,2000,0,0,2000,0,0,0,2000
Subsidio federal,54302010,SG,3760201,DCBS,DCAM,Viáticos en el extranjero,6000,0,0,6000,0,6000,6000,0
Subsidio federal,54302010,SG,3830101,DCBS,DCAM,Colaboración para Eventos,3000,0,0,3000,0,0,0,3000
Subsidio federal,54302011,MS,2110101,DCBS,DCAM,Papeleria y Articulos de Oficina,3500,0,0,3500,0,0,0,3500
Subsidio federal,54302011,MS,2120101,DCBS,DCAM,"Materiales y útiles de impresión, reproducción y encuadernación",1500,0,0,1500,0,0,0,1500
Subsidio federal,54302011,MS,2550101,DCBS,DCAM,"Materiales, accesorios y suministros de laboratorio",10000,0,0,10000,1461.6,0,1461.6,8538.4
Subsidio federal,54302011,MS,2610301,DCBS,DCAM,"Combustibles, lubricantes y aditivos",4000,0,0,4000,0,0,0,4000
Subsidio federal,54302011,SG,3710401,DCBS,DCAM,Pasajes aéreos nacionales,6000,0,0,6000,0,0,0,6000
Subsidio federal,54302011,SG,3750401,DCBS,DCAM,Viáticos en Territorio Nacional,6000,0,0,6000,0,0,0,6000
Subsidio federal,54302011,SG,3790101,DCBS,DCAM,Gastos para operativos en trabajos de campo,19000,0,0,19000,0,0,0,19000
Remanentes,54302012,MS,2550101,DCBS,DCAM,"Materiales, accesorios y suministros de laboratorio",0,27465.21,0,27465.21,0,0,4029.89,23435.32
Remanentes,54302012,MS,2610301,DCBS,DCAM,"Combustibles, lubricantes y aditivos",0,0,5000,5000,0,0,2518.25,2481.75
Remanentes,54302012,SG,3720402,DCBS,DCAM,Peajes,0,0,2000,2000,0,0,1000,1000
Remanentes,54302012,SG,3750401,DCBS,DCAM,Viáticos en Territorio Nacional,0,11844,-7000,4844,0,3000,3000,1844
Remanentes,54302012,SG,3790101,DCBS,DCAM,Gastos para operativos en trabajos de campo,0,65000,0,65000,0,13000,48090.67,16909.33
Remanentes,54302013,MS,2110101,DCBS,DCAM,Papeleria y Articulos de Oficina,0,559,0,559,0,0,0,559
Remanentes,54302013,MS,2550101,DCBS,DCAM,"Materiales, accesorios y suministros de laboratorio",0,54000,0,54000,0,0,0,54000
Remanentes,54302013,MS,2910101,DCBS,DCAM,Herramientas Menores,0,10000,0,10000,0,0,0,10000
Remanentes,54302013,SG,3710601,DCBS,DCAM,Pasaje aéreos internacionales,0,0,25344,25344,0,0,25344,0
Remanentes,54302013,SG,3750401,DCBS,DCAM,Viáticos en Territorio Nacional,0,20875,-20875,0,0,0,0,0
Remanentes,54302013,SG,3760201,DCBS,DCAM,Viáticos en el extranjero,0,0,4656,4656,0,0,4656,0
Remanentes,54302013,SG,3790101,DCBS,DCAM,Gastos para operativos en trabajos de campo,0,18000,-2116.08,15883.92,0,0,0,15883.92
Remanentes,54302013,SG,3830101,DCBS,DCAM,Colaboración para Eventos,0,12001,-7008.92,4992.08,0,0,4992.08,0
Subsidio federal,54304003,MS,2110101,DCBS,DCAM,Papeleria y Articulos de Oficina,2000,0,0,2000,0,0,1893.75,106.25
Subsidio federal,54304003,MS,2550101,DCBS,DCAM,"Materiales, accesorios y suministros de laboratorio",38000,0,47000,85000,7147.92,0,64137.92,20862.08
Subsidio federal,54304003,SG,3190201,DCBS,DCAM,Contratación de otros servicios,10000,0,3000,13000,0,0,6372.87,6627.13
Subsidio federal,54304004,MS,2550101,DCBS,DCAM,"Materiales, accesorios y suministros de laboratorio",50000,0,-15000,35000,0,0,3044.35,31955.65
Subsidio federal,54304009,MS,2110101,DCBS,DCAM,Papeleria y Articulos de Oficina,2000,0,-2000,0,0,0,0,0
Subsidio federal,54304009,MS,2550101,DCBS,DCAM,"Materiales, accesorios y suministros de laboratorio",14500,0,17000,31500,14732.6,0,31395.77,104.23
Subsidio federal,54304009,SG,3180101,DCBS,DCAM,Servicio postal,3500,0,-2500,1000,0,0,0,1000
Subsidio federal,54304009,SG,3190201,DCBS,DCAM,Contratación de otros servicios,30000,0,-20000,10000,0,0,5579.61,4420.39
Subsidio federal,54304010,MS,2110101,DCBS,DCAM,Papeleria y Articulos de Oficina,2000,0,0,2000,0,0,0,2000
Subsidio federal,54304010,MS,2550101,DCBS,DCAM,"Materiales, accesorios y suministros de laboratorio",32000,0,5000,37000,0,0,21691.28,15308.72
Subsidio federal,54304010,SG,3120101,DCBS,DCAM,Servicio de gas,0,0,10440,10440,0,0,10440,0
Subsidio federal,54304010,SG,3190201,DCBS,DCAM,Contratación de otros servicios,16000,0,-10440,5560,0,0,0,5560
Subsidio federal,54304011,MS,2110101,DCBS,DCAM,Papeleria y Articulos de Oficina,2000,0,-2000,0,0,0,0,0
Subsidio federal,54304011,MS,2550101,DCBS,DCAM,"Materiales, accesorios y suministros de laboratorio",8000,0,17981.76,25981.76,8314.55,0,22041.29,3940.47
Subsidio federal,54304011,MS,2550103,DCBS,DCAM,Bacterias y virus,5000,0,-5000,0,0,0,0,0
Subsidio federal,54304011,MS,2590101,DCBS,DCAM,Otros productos químicos,30000,0,-25981.76,4018.24,0,0,3944,74.24
Subsidio federal,54304011,SG,3750401,DCBS,DCAM,Viáticos en Territorio Nacional,5000,0,0,5000,0,0,0,5000
Subsidio federal,54304014,MS,2110101,DCBS,DCAM,Papeleria y Articulos de Oficina,2000,0,-2000,0,0,0,0,0
Subsidio federal,54304014,MS,2550101,DCBS,DCAM,"Materiales, accesorios y suministros de laboratorio",27000,0,-5601,21399,0,0,19884.95,1514.05
Subsidio federal,54304014,SG,3180101,DCBS,DCAM,Servicio postal,3500,0,101,3601,0,0,1835.3,1765.7
Subsidio federal,54304014,SG,3190201,DCBS,DCAM,Contratación de otros servicios,17500,0,-17500,0,0,0,0,0
Remanentes,54304015,MS,2110101,DCBS,DCAM,Papeleria y Articulos de Oficina,0,10174.13,0,10174.13,0,0,0,10174.13
Subsidio federal,54305001,MS,2110101,DCBS,DCAM,Papeleria y Articulos de Oficina,50000,0,-33069.96,16930.04,0,0,15230.8,1699.24
Subsidio federal,54305001,MS,2920101,DCBS,DCAM,Refacciones y Accesorios Menores de edificios,0,0,5405.6,5405.6,0,0,5405.6,0
Subsidio federal,54305002,MS,2550101,DCBS,DCAM,"Materiales, accesorios y suministros de laboratorio",10000,0,1680,11680,0,0,11553.79,126.21
Subsidio federal,54305002,MS,2610301,DCBS,DCAM,"Combustibles, lubricantes y aditivos",10000,0,0,10000,0,0,5000,5000
Subsidio federal,54305002,SG,3720402,DCBS,DCAM,Peajes,10000,0,-1680,8320,0,0,4485,3835
Subsidio federal,54305002,SG,3750401,DCBS,DCAM,Viáticos en Territorio Nacional,6000,0,0,6000,0,0,3000,3000
Subsidio federal,54305002,SG,3790101,DCBS,DCAM,Gastos para operativos en trabajos de campo,14000,0,0,14000,0,0,7000,7000
Subsidio federal,54305003,MS,2610301,DCBS,DCAM,"Combustibles, lubricantes y aditivos",15000,0,0,15000,0,0,0,15000
Subsidio federal,54305003,SG,3710601,DCBS,DCAM,Pasaje aéreos internacionales,0,0,12926,12926,0,0,0,12926
Subsidio federal,54305003,SG,3720402,DCBS,DCAM,Peajes,15000,0,-12926,2074,0,0,0,2074
Subsidio federal,54305003,SG,3750401,DCBS,DCAM,Viáticos en Territorio Nacional,20000,0,0,20000,0,0,0,20000
Subsidio federal,54305004,MS,2110101,DCBS,DCAM,Papeleria y Articulos de Oficina,10000,0,-10000,0,0,0,0,0
Subsidio federal,54305004,MS,2140101,DCBS,DCAM,Materiales y útiles para el procesamiento en equipos y bienes informáticos,10000,0,0,10000,0,0,0,10000
Subsidio federal,54305004,MS,2150203,DCBS,DCAM,Libros adquiridos,10000,0,0,10000,0,0,0,10000
Subsidio federal,54305004,MS,2550101,DCBS,DCAM,"Materiales, accesorios y suministros de laboratorio",20000,0,-3998.4,16001.6,0,0,0,16001.6
Subsidio federal,54305004,MS,2940101,DCBS,DCAM,Refacciones y Accesorios para equipo de cómputo,0,0,10000,10000,0,0,9218.52,781.48
Remanentes,54401008,SP,1210102,DCBS,DCAL,Honorarios asimilables a salarios,0,1325.96,30000,31325.96,0,0,31226.64,99.32
Remanentes,54401008,MS,2550101,DCBS,DCAL,"Materiales, accesorios y suministros de laboratorio",0,85660.16,-30000,55660.16,0,0,0,55660.16
Subsidio federal,54401009,MS,2110101,DCBS,DCAL,Papeleria y Articulos de Oficina,3000,0,45000,48000,7645.03,0,8793.43,39206.57
Subsidio federal,54401009,MS,2120101,DCBS,DCAL,"Materiales y útiles de impresión, reproducción y encuadernación",3000,0,0,3000,0,0,0,3000
Subsidio federal,54401009,MS,2210301,DCBS,DCAL,Productos alimenticios para el personal que realiza labores en campo o de supervisión,3000,0,0,3000,0,0,0,3000
Subsidio federal,54401009,MS,2490101,DCBS,DCAL,Otros materiales y artículos de construcción y reparación,6000,0,0,6000,0,0,0,6000
Subsidio federal,54401009,MS,2550101,DCBS,DCAL,"Materiales, accesorios y suministros de laboratorio",250000,0,-194250,55750,0,0,48409.79,7340.21
Subsidio federal,54401009,MS,2940101,DCBS,DCAL,Refacciones y Accesorios para equipo de cómputo,3000,0,0,3000,0,0,0,3000
Subsidio federal,54401009,SG,3270101,DCBS,DCAL,"Patentes, derechos de autor, regalías y otros",20000,0,0,20000,0,0,0,20000
Subsidio federal,54401009,SG,3360401,DCBS,DCAL,Impresión y elaboración de material informativo derivado de la operación y administración,90000,0,-42162,47838,0,0,47838,0
Subsidio federal,54401009,SG,3540101,DCBS,DCAL,"Instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio",55000,0,0,55000,0,0,17400,37600
Subsidio federal,54401009,SG,3710401,DCBS,DCAL,Pasajes aéreos nacionales,50000,0,-47838,2162,0,0,0,2162
Subsidio federal,54401009,SG,3750401,DCBS,DCAL,Viáticos en Territorio Nacional,50000,0,0,50000,0,0,0,50000
Subsidio federal,54401009,BMII,5110101,DCBS,DCAL,Mobiliario,20000,0,-20000,0,0,0,0,0
Subsidio federal,54401009,BMII,5150101,DCBS,DCAL,Equipo de cómputo y de tecnologías de la información,50000,0,-50000,0,0,0,0,0
Subsidio federal,54401009,BMII,5310101,DCBS,DCAL,Equipo médico y de laboratorio,446213.32,0,254250,700463.32,46632,0,670623.84,29839.48
Subsidio federal,54401009,IP,6220202,DCBS,DCAL,Mantenimiento de Infraestructura Física,45000,0,-45000,0,0,0,0,0
Subsidio federal,54402013,MS,2550101,DCBS,DCAL,"Materiales, accesorios y suministros de laboratorio",0,0,50000,50000,15690.31,0,15690.31,34309.69
Subsidio federal,54402014,MS,2550101,DCBS,DCAL,"Materiales, accesorios y suministros de laboratorio",0,0,50000,50000,0,0,0,50000
Subsidio federal,54501003,MS,2110101,DCBS,DCSA,Papeleria y Articulos de Oficina,7000,0,0,7000,0,0,6988.4,11.6
Subsidio federal,54501003,MS,2160101,DCBS,DCSA,Material de limpieza,3000,0,0,3000,0,0,0,3000
Subsidio federal,54501003,MS,2550101,DCBS,DCSA,"Materiales, accesorios y suministros de laboratorio",334593.32,0,-28130,306463.32,39152.3,0,43494.11,262969.21
Subsidio federal,54501003,SG,3190201,DCBS,DCSA,Contratación de otros servicios,13000,0,0,13000,0,0,0,13000
Subsidio federal,54501003,SG,3360401,DCBS,DCSA,Impresión y elaboración de material informativo derivado de la operación y administración,51000,0,0,51000,0,0,0,51000
Subsidio federal,54501003,SG,3540101,DCBS,DCSA,"Instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio",158000,0,0,158000,0,0,75864,82136
Subsidio federal,54501003,SG,3830101,DCBS,DCSA,Colaboración para Eventos,20000,0,0,20000,0,0,0,20000
Subsidio federal,54501003,BMII,5310101,DCBS,DCSA,Equipo médico y de laboratorio,11020,0,10130,21150,0,0,20364.96,785.04
Subsidio federal,54501003,BMII,5660101,DCBS,DCSA,Maquinaria y equipo eléctrico y electrónico,25000,0,8000,33000,0,0,32874.4,125.6
Subsidio federal,54501012,MS,2110101,DCBS,DCSA,Papeleria y Articulos de Oficina,4500,0,-108,4392,0,0,0,4392
Subsidio federal,54501012,MS,2550101,DCBS,DCSA,"Materiales, accesorios y suministros de laboratorio",25000,0,0,25000,0,0,0,25000
Subsidio federal,54501012,SG,3190201,DCBS,DCSA,Contratación de otros servicios,22500,0,0,22500,0,0,0,22500
Subsidio federal,54501012,BMII,5150101,DCBS,DCSA,Equipo de cómputo y de tecnologías de la información,0,0,8108,8108,0,0,8107.24,0.76
Subsidio federal,54501012,BMII,5310101,DCBS,DCSA,Equipo médico y de laboratorio,8000,0,-8000,0,0,0,0,0
Remanentes,54501013,MS,2550101,DCBS,DCSA,"Materiales, accesorios y suministros de laboratorio",0,38934.34,295,39229.34,0,0,39228.3,1.04
Remanentes,54501013,SG,3190201,DCBS,DCSA,Contratación de otros servicios,0,33381,-295,33086,0,0,0,33086
Remanentes,54501014,MS,2110101,DCBS,DCSA,Papeleria y Articulos de Oficina,0,80166,-23129.99,57036.01,0,0,0,57036.01
Remanentes,54501014,MS,2550101,DCBS,DCSA,"Materiales, accesorios y suministros de laboratorio",0,0,13129.99,13129.99,0,0,12973.44,156.55
Remanentes,54501014,MS,2610301,DCBS,DCSA,"Combustibles, lubricantes y aditivos",0,0,1500,1500,0,0,1104.55,395.45
Remanentes,54501014,SG,3720402,DCBS,DCSA,Peajes,0,0,1500,1500,0,0,747.47,752.53
Remanentes,54501014,SG,3750401,DCBS,DCSA,Viáticos en Territorio Nacional,0,6150,-3000,3150,0,0,936,2214
Remanentes,54501014,SG,3830101,DCBS,DCSA,Colaboración para Eventos,0,0,10000,10000,0,9303,9303,697
Subsidio federal,54501017,MS,2550101,DCBS,DCSA,"Materiales, accesorios y suministros de laboratorio",26700,0,0,26700,0,0,810.84,25889.16
Subsidio federal,54501017,BMII,5150101,DCBS,DCSA,Equipo de cómputo y de tecnologías de la información,30000,0,0,30000,0,0,28164.8,1835.2
Subsidio federal,54501019,MS,2550101,DCBS,DCSA,"Materiales, accesorios y suministros de laboratorio",38400,0,-38400,0,0,0,0,0
Subsidio federal,54501019,MS,2940101,DCBS,DCSA,Refacciones y Accesorios para equipo de cómputo,0,0,45500,45500,0,0,45463.88,36.12
Subsidio federal,54501019,SG,3270101,DCBS,DCSA,"Patentes, derechos de autor, regalías y otros",6000,0,-6000,0,0,0,0,0
Subsidio federal,54501019,SG,3710401,DCBS,DCSA,Pasajes aéreos nacionales,9000,0,-1100,7900,0,0,0,7900
Remanentes,54501020,MS,2110101,DCBS,DCSA,Papeleria y Articulos de Oficina,0,138522.59,0,138522.59,0,0,0,138522.59
Subsidio federal,54502007,MS,2220101,DCBS,DCSA,Productos alimenticios para animales,11000,0,-3125,7875,0,0,7875,0
Subsidio federal,54502007,MS,2540101,DCBS,DCSA,"Materiales, accesorios y suministros médicos.",34666.66,0,-34666.66,0,0,0,0,0
Subsidio federal,54502007,MS,2550101,DCBS,DCSA,"Materiales, accesorios y suministros de laboratorio",17333.34,0,47791.66,65125,5593.52,0,63808.12,1316.88
Subsidio federal,54502008,MS,2550101,DCBS,DCSA,"Materiales, accesorios y suministros de laboratorio",63000,0,-27761.58,35238.42,0,0,3129.68,32108.74
Subsidio federal,54502008,BMII,5310101,DCBS,DCSA,Equipo médico y de laboratorio,0,0,27761.58,27761.58,27761.58,0,27761.58,0
Subsidio federal,54502009,MS,2110101,DCBS,DCSA,Papeleria y Articulos de Oficina,23000,0,-3709.6,19290.4,0,0,0,19290.4
Subsidio federal,54502009,MS,2550101,DCBS,DCSA,"Materiales, accesorios y suministros de laboratorio",30000,0,3709.6,33709.6,33709.6,0,33709.6,0
Subsidio federal,54502009,SG,3760201,DCBS,DCSA,Viáticos en el extranjero,10000,0,0,10000,0,0,0,10000
Subsidio federal,54502011,SG,3360401,DCBS,DCSA,Impresión y elaboración de material informativo derivado de la operación y administración,30000,0,0,30000,0,0,0,30000
Subsidio federal,54502012,MS,2550101,DCBS,DCSA,"Materiales, accesorios y suministros de laboratorio",30000,0,0,30000,0,0,0,30000
Subsidio federal,54502012,SG,3270101,DCBS,DCSA,"Patentes, derechos de autor, regalías y otros",2000,0,0,2000,1471.01,0,1471.01,528.99
Subsidio federal,54502012,SG,3720601,DCBS,DCSA,Pasajes terrestres internacionales,15000,0,0,15000,0,0,0,15000
Subsidio federal,54502012,SG,3750401,DCBS,DCSA,Viáticos en Territorio Nacional,3000,0,0,3000,0,0,0,3000
Subsidio federal,54502012,SG,3760201,DCBS,DCSA,Viáticos en el extranjero,6000,0,0,6000,0,0,0,6000
Remanentes,54502013,MS,2110101,DCBS,DCSA,Papeleria y Articulos de Oficina,0,25000,-13000,12000,0,0,3250.9,8749.1
Remanentes,54502013,MS,2550101,DCBS,DCSA,"Materiales, accesorios y suministros de laboratorio",0,166000,0,166000,36399.95,0,165742.4,257.6
Remanentes,54502013,SG,3360401,DCBS,DCSA,Impresión y elaboración de material informativo derivado de la operación y administración,0,50000,23000,73000,0,0,69471.15,3528.85
Remanentes,54502013,SG,3790102,DCBS,DCSA,Gastos de transportación para alumnos e invitados,0,10000,-10000,0,0,0,0,0
Remanentes,54502013,SG,3790103,DCBS,DCSA,Gastos de alimentación y  hospedaje  para alumnos e invitados,0,10000,0,10000,0,5000,10000,0
Remanentes,54502013,BMII,5150101,DCBS,DCSA,Equipo de cómputo y de tecnologías de la información,0,80000,-20000,60000,0,0,48346.47,11653.53
Remanentes,54502013,BMII,5310101,DCBS,DCSA,Equipo médico y de laboratorio,0,159000,20000,179000,0,0,172811,6189
Subsidio federal,54502014,MS,2110101,DCBS,DCSA,Papeleria y Articulos de Oficina,3250,0,0,3250,0,0,0,3250
Subsidio federal,54502014,MS,2550101,DCBS,DCSA,"Materiales, accesorios y suministros de laboratorio",5000,0,0,5000,0,0,0,5000
Subsidio federal,54502014,SG,3750401,DCBS,DCSA,Viáticos en Territorio Nacional,10250,0,0,10250,0,0,0,10250
